deck_id,name,author,placement,tournament,inks,url,tournament_url,tournament_id,fingerprint,scraped_at,cards_count,source_index
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Lorcana Core Constructed Best Color Combos: Inks Tier List February 2026,,,refined gaming set 11 case tournament,,https://inkdecks.com/lorcana-metagame/inks,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-02-20T16:35:31.535Z,0,0
c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,JDRR BP by CaptainFershizz,,,refined gaming set 11 case tournament,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-jdrr-bp-499968,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,2026-02-20T16:35:33.757Z,17,1
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,PS tempo by Cody Kellerbauer,,,refined gaming set 11 case tournament,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-ps-tempo-499994,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,2026-02-20T16:35:35.755Z,20,2
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,Green Blue with 2 new friends by matt,,,refined gaming set 11 case tournament,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-green-blue-with-2-new-friends-499969,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,2026-02-20T16:35:37.754Z,19,3
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,AS aggro by Heist17,,,refined gaming set 11 case tournament,Amber|Steel,https://inkdecks.com/lorcana-metagame/deck-as-aggro-499970,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,2026-02-20T16:35:39.756Z,15,4
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,Ruby Steel Maximal Tink by tonymccarthy26,,,refined gaming set 11 case tournament,Steel|Ruby,https://inkdecks.com/lorcana-metagame/deck-ruby-steel-maximal-tink-499971,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,2026-02-20T16:35:41.760Z,18,5
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,Blue yellow control by sonny9107,,,refined gaming set 11 case tournament,Amber|Sapphire,https://inkdecks.com/lorcana-metagame/deck-blue-yellow-control-499972,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,2026-02-20T16:35:43.766Z,18,6
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,BS Sonic Boom by orelio,,,refined gaming set 11 case tournament,Steel|Sapphire,https://inkdecks.com/lorcana-metagame/deck-bs-sonic-boom-499973,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,2026-02-20T16:35:45.779Z,22,7
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,🐭🔵青-緑🟢🐮 by Daniel Hurtado,,,desafio guayacan whispers in the well,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-qing-lu-499942,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,2026-02-20T16:36:38.273Z,18,8
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,5 de carne y 5 de choclo v.2 by María José Sanhueza,,,desafio guayacan whispers in the well,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-5-de-carne-y-5-de-choclo-v-2-499943,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,2026-02-20T16:36:40.290Z,18,9
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,Demona Team by Diego Alcayaga,,,desafio guayacan whispers in the well,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-demona-team-499944,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,2026-02-20T16:36:42.312Z,22,10
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,Fe by Manuel Alcaino,,,desafio guayacan whispers in the well,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-fe-499945,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,2026-02-20T16:36:44.318Z,20,11
7dedec4469d5c83e39e6326bbfdb8f130c00a382e618705e01a660f1779a0ca6,Las Vacas de Felipe by Esteban Rojas,,,desafio guayacan whispers in the well,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-las-vacas-de-felipe-499964,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,7dedec4469d5c83e39e6326bbfdb8f130c00a382e618705e01a660f1779a0ca6,2026-02-20T16:36:46.323Z,18,12
9b7785c042bd7c51a24e885419e3c5bc7db622fef6053de27569d8c7dd446794,Mazito by Luis Rodriguez,,,desafio guayacan whispers in the well,Amber|Steel,https://inkdecks.com/lorcana-metagame/deck-mazito-499947,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,9b7785c042bd7c51a24e885419e3c5bc7db622fef6053de27569d8c7dd446794,2026-02-20T16:36:48.328Z,21,13
b073a87d3bb1e0333c0be033906835a77cf7c04e7f6d3b6a3c65c11f856a35fd,Blurplen´t X.X by Marcos Espinoza,,,desafio guayacan whispers in the well,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-blurplent-x-x-499949,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,b073a87d3bb1e0333c0be033906835a77cf7c04e7f6d3b6a3c65c11f856a35fd,2026-02-20T16:36:50.342Z,18,14
9e959d65b615a49ef8be5206b04239d202e0450b6516af4ac025deeb6f453cf2,Chromidogs by Nicolas Arias,,,desafio guayacan whispers in the well,Emerald|Amber,https://inkdecks.com/lorcana-metagame/deck-chromidogs-499960,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,9e959d65b615a49ef8be5206b04239d202e0450b6516af4ac025deeb6f453cf2,2026-02-20T16:36:52.341Z,17,15
5d84f3b368d921ce2f24a0682ddfb949696d1357a222d49f227e4046c00647b1,AO by Leon Garcia,,,desafio guayacan whispers in the well,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-ao-499966,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,5d84f3b368d921ce2f24a0682ddfb949696d1357a222d49f227e4046c00647b1,2026-02-20T16:36:54.357Z,18,16
bfe057fbf3afa17979a60eb07cc87ef2965a3b905e9f671526a35a18d383eb6b,Burple by Xavier Fernandez,,,desafio guayacan whispers in the well,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-burple-499954,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,bfe057fbf3afa17979a60eb07cc87ef2965a3b905e9f671526a35a18d383eb6b,2026-02-20T16:36:56.365Z,20,17
